ModA	ModB	RH	WS
86.8	83.2	84.2	2
83.4	80	84.2	2.3
79	76	84.2	2.6
75.7	72.9	84.6	2.5
72.7	69.8	84	2.3
69.9	67	84.7	1.9
67.5	64.9	85.1	2.1
65.8	63.2	84.9	2.3
64.2	61.7	85.4	2.4
62.8	60.4	85	2.4
61.3	58.9	85.2	2.8
59.4	57.1	85	2.4
57.4	55.2	85.2	2.1
55.1	52.9	85.8	2.2
52.4	50.4	85.9	2
49.4	47.5	86.2	1.7
46	44.3	86.3	2.8
42.6	41.1	86.1	2.3
39.6	38.2	86.6	2.1
37.2	35.9	86.1	2.9
36.1	34.7	86	2.6
36.4	34.9	86.8	2.2
35.6	34.2	86.8	1.9
33.5	32.1	86.6	1.3
33.7	32.3	87.4	0.9
35.1	33.6	87.6	1.6
35.5	34	87.4	1.7
36.1	34.6	87.5	2
36.2	34.8	87.2	2.5
35.1	33.6	87.6	1.5
33.5	32	87.7	2.2
31.6	30.2	87.5	2.8
29.1	27.8	87.6	2.8
27.6	26.3	87.2	1.8
26.1	24.8	87.2	2.2
23.5	22.3	87.3	1.7
20.5	19.4	87.1	2.5
17.8	16.8	86.3	3.6
15.2	14.3	86.1	2.7
12.9	12.2	86.3	2.7
11.1	10.4	85.9	2.8
9.6	9.1	86.5	2.5
8.6	8.1	86.1	2.5
7.7	7.3	86.2	3.4
6.9	6.6	85.9	2.8
6.1	5.7	86.2	2.9
5.3	5	86.5	2.6
4.6	4.3	86.1	3.4
4	3.8	86	2.4
3.5	3.3	86.6	1.8
3.1	2.9	86.4	2.4
2.7	2.6	86	1.9
2.4	2.3	85.6	2.8
2.1	1.9	86.1	2.6
1.8	1.7	86.1	2.8
1.5	1.4	86.3	2.5
1.3	1.2	86.1	2.8
1.1	1.1	86.3	2.1
0.9	0.9	86.1	2.2
0.7	0.7	86.9	1.6
0.6	0.5	86.8	2.1
0.4	0.4	86.7	2
0.3	0.3	86.6	2.4
0.2	0.2	86.5	2
0.1	0.1	85.9	2.3
0.1	0.1	86.4	1.4
0.1	0.1	86.6	2.1
0	0	86.6	1.5
0	0	86	2.7
0	0	85.5	2.3
0	0	86.4	1.3
0	0	85.9	1.8
0	0	85.5	2
0	0	85.6	2
0	0	85.1	1.8
0	0	85.9	1.9
0	0	85.5	1.7
0	0	85.1	1.2
0	0	85.4	2
0	0	85.7	1.1
0	0	84.7	1.2
0	0	84.9	1.4
0	0	84.7	0.6
0	0	85.9	0.1
0	0	85.8	0.9
0	0	85.6	1.9
0	0	85.6	1.5
0	0	85.8	1.5
0	0	85.7	1.5
0	0	86	0.6
0	0	87.1	0.2
0	0	86.3	0.9
0	0	85.9	0.8
0	0	86.5	0.5
0	0	86.3	0.5
0	0	86.1	1.7
0	0	85.3	1.8
0	0	85.6	1.5
0	0	85.3	1.6
0	0	85.4	1.3
0	0	84.9	1.5
0	0	84.5	1.3
0	0	85.6	1.3
0	0	85.6	1.8
0	0	84.8	1.9
0	0	84.6	1.9
0	0	84.5	1.3
0	0	84.9	0.6
0	0	84.6	0
0	0	84.8	0.5
0	0	85.3	0.7
0	0	85.4	1
0	0	85.7	0.4
0	0	85.4	0.3
0	0	86.2	0.3
0	0	85.5	0.6
0	0	86	1.2
0	0	86	0.9
0	0	86.1	1.2
0	0	86.2	1.5
0	0	87.1	1.6
0	0	87.1	1.4
0	0	86.7	0.9
0	0	85.8	0.1
0	0	87	1.3
0	0	87.2	1.4
0	0	87.6	0.4
0	0	87.1	0.1
0	0	86.5	0
0	0	87.1	0
0	0	87.6	0.1
0	0	86.6	0
0	0	86.1	0.2
0	0	85.8	0.1
0	0	85.6	0.4
0	0	85.8	0
0	0	86.7	0
0	0	87.3	0
0	0	87.9	0
0	0	87.5	0.4
0	0	86.4	0
0	0	86.3	0
0	0	87.4	0.1
0	0	86.3	0.7
0	0	86.6	0.8
0	0	86.3	0.7
0	0	86.9	1.1
0	0	86.5	0.9
0	0	86.6	0.6
0	0	86.6	0.4
0	0	86.7	0.9
0	0	86.6	0.3
0	0	86.8	1.2
0	0	86.5	0.3
0	0	87	0
0	0	86.6	0.3
0	0	86.4	1.1
0	0	86.4	1.6
0	0	87.4	0.7
0	0	87.1	0.9
0	0	86.3	0.4
0	0	86.4	0.5
0	0	86.6	1
0	0	87.9	0.5
0	0	87.7	0.5
0	0	89	0.5
0	0	89	0.3
0	0	89.5	0.6
0	0	89.8	0.7
0	0	90.2	1.1
0	0	89.6	0.6
0	0	89.1	0.6
0	0	90.2	0.7
0	0	90.6	0.2
0	0	91	0.3
0	0	91.4	0
0	0	91.1	0.1
0	0	91.2	0.2
0	0	91.8	0.5
0	0	92	0.8
0	0	91.8	1
0	0	91.3	1
0	0	91.6	1.1
0	0	91.9	0.8
0	0	91.4	0.3
0	0	91.5	0
0	0	91.3	0
0	0	91	0
0	0	91.3	0
0	0	91.8	0
0	0	91.5	0
0	0	91.7	0
0	0	90.9	0.2
0	0	90.7	0.5
0	0	90.3	0.1
0	0	90.9	0
0	0	91.3	0
0	0	92.3	0
0	0	92.7	0
0	0	93.2	0
0	0	93.7	0
0	0	94.3	0
0	0	94.3	0
0	0	94.3	0
0	0	94.4	0
0	0	94.6	0.8
0	0	94.4	0.9
0	0	94.3	1.2
0	0	94	0.9
0	0	94.3	1.3
0	0	93.9	1.4
0	0	93.8	1.5
0	0	93.9	1.8
0	0	94.1	2.1
0	0	94	2.1
0	0	94.5	1.9
0	0	94	2.1
0	0	93.2	3
0	0	92.1	3.3
0	0	91.1	3.2
0	0	89.3	3.6
0	0	86.8	4
0	0	85.7	3.3
0	0	84.6	3.7
0	0	83.5	3.3
0	0	81.7	5.1
0	0	79.7	3.6
0	0	80.3	4.5
0	0	80.6	3.6
0	0	81.5	2.5
0	0	82.2	2.9
0	0	82.3	3.8
0	0	81.3	3.3
0	0	83.6	4.7
0	0	83.8	2.5
0	0	86	1.3
0	0	88.6	1.3
0	0	87.1	1.9
0	0	87.4	0.6
0	0	88	0.7
0	0	86.8	0.1
0	0	89.3	0
0	0	90.1	0
0	0	89.3	1.6
0	0	90.2	1.8
0	0	89.7	1.4
0	0	91.3	1.2
0	0	91.9	1.3
0	0	92.2	1.1
0	0	93.1	0
0	0	93.7	0.1
0	0	94.5	0
0	0	94.9	0
0	0	94.7	0
0	0	94.7	0
0	0	95.3	0.2
0	0	95.7	0
0	0	95.4	0
0	0	95.5	0.3
0	0	95.7	0
0	0	95.4	0
0	0	95.6	0
0	0	95.5	0
0	0	95.7	0.5
0	0	96.1	0.8
0	0	96.1	0.6
0	0	95.9	0.9
0	0	95.7	0.9
0	0	95.1	0.8
0	0	94.5	1.1
0	0	94.6	1.4
0	0	95.4	1.4
0	0	95	0.3
0	0	95.2	0.2
0	0	95.7	0.3
0	0	95.7	0.4
0	0	96.1	0.1
0	0	96.4	0
0	0	95.9	0
0	0	95.9	0.2
0	0	95.3	0.4
0	0	95.7	0
0	0	94.6	0.1
0	0	93.8	0
0	0	94.1	0.3
0	0	94.8	0
0	0	95.7	0.8
0	0	95.8	1
0	0	95.7	0.7
0	0	95.7	1.4
0	0	95.6	1.5
0	0	95.4	1.6
0	0	95.7	1.5
0	0	96	1.3
0	0	96.2	0.8
0	0	96	0.2
0	0	95.4	1.3
0	0	95.4	1.4
0	0	94.7	1.8
0	0	93.5	2.3
0	0	93.4	1.7
0	0	93.9	1.6
0	0	94.4	1.4
0	0	94.5	0.6
0	0	94.4	0
0	0	94.4	0
0	0	94.4	0
0	0	94.8	0
0	0	94.2	0
0	0	93.2	0
0	0	94.2	0.1
0	0	95.6	0.5
0	0	95.1	0.4
0	0	94.3	0.6
0	0	93.5	0.5
0	0	93.7	1.1
0	0	93.2	1.4
0	0	91.7	0.8
0	0	91.3	0
0	0	92.2	0
0	0	92.2	0
0	0	93.2	0.1
0	0	92.2	0
0	0	91.6	0.6
0	0	93.4	0.2
0	0	92.3	0
0	0	93.6	0.4
0	0	93.7	1.5
0	0	94.4	1.4
0	0	95	0.9
0	0	95.2	0.5
0	0	94.7	0.1
0	0	94.6	0
0	0	94.9	0.1
0	0	94.6	0
0	0	94.9	0.1
0	0	95.4	0.5
0	0	95.2	0
0	0	95.3	0
0	0	95.7	0
0	0	95.9	0
0	0	96.1	0
0	0	95.3	0
0	0	96	0.1
0	0	96.1	0
0	0	95.3	0.5
0	0	95.7	0.3
0	0	94.8	0.3
0	0	94.5	0.6
0	0	94.8	0.3
0	0	94.6	0
0	0	94.7	0
0	0	93.8	0
0	0	94.3	0
0	0	93.8	0
0	0	94.4	0
0	0	95.1	0
0	0	95.4	0
0	0	95.9	0
0	0	95.8	0.2
0	0	96.3	0.2
0	0	96.6	0
0	0	96.7	0
0	0	96.6	0
0	0	96.7	0
0	0	96.8	0
0	0	97	0
0	0	97.2	0
0	0	97	0
0	0	96	0
0	0	95.9	0
0	0	96.1	0
0	0	96.2	0
0	0	96.4	0
0	0	97	0
0	0	97.1	0
0	0	96.3	0
0	0	96.3	0
0	0	96.5	0
0	0	96.9	0
0	0	97.2	0
0	0	97.3	0
0	0	97.3	0.2
0	0	97.5	0.9
0	0	97.8	0.5
0	0	98	0.3
0	0	98	0
0	0	97.9	0
0	0	97.8	0
0	0	97.9	0
0	0	97.8	0
0	0	97.8	0
0	0	97.7	0
0	0	98	0
0	0	98	0
0	0	97.9	0
0	0	97.5	0
0	0	97.6	0
0	0	97.4	0
0	0	97.3	0
0	0	97.5	0
0	0	97.1	0
0	0	97	0
0	0	96.9	0
0	0	96.9	0
0	0	96.9	0.2
0	0	97.1	0.9
0	0	97.2	1.1
0	0	97	0.8
0	0	96.8	0.9
0	0	96.7	1.4
0	0	97.1	0.7
0	0	97.3	0.9
0	0	97.3	0.6
0	0	97.5	1
0	0	97.6	0.7
0	0	98.1	0.8
0	0	98.2	0.1
0	0	98.2	0.3
0	0	98.3	1
0	0	98.2	1.1
0	0	97.8	1
0	0	97.8	1.1
0	0	97.8	0.4
0	0	98.1	0.5
0	0	98.1	0.3
0	0	98.1	0
0	0	98.1	0
0	0	98.2	0.5
0	0	97.9	0.2
0	0	97.8	0
0	0	97.8	0
0	0	97.8	0
0	0	98.1	0.1
0	0	98.3	0
0	0	98.2	0.3
0	0	98.2	0
0	0	98.3	0.8
0	0	98.1	1.2
0	0	97.9	1.1
0	0	98	0.8
0	0	98.2	1.2
0	0	98.3	0.8
0	0	98.3	0.5
0	0	97.7	0.2
0	0	97.2	0
0	0	97.2	0
0	0	97.3	0
0	0	97.2	0
0	0	97.1	0.5
0	0	96.8	0.6
0	0	97.2	0.7
0	0	97.3	0.7
0	0	97.3	1
0	0	97.2	1.8
0	0	97.2	1.9
0	0	97.1	2
0	0	96.9	1.9
0	0	97	1.9
0	0	96.4	2.2
0	0	95.9	1.6
0	0	96	1
0	0	96.5	0.5
0	0	96.3	0.9
0	0	96.7	0.7
0	0	96.8	0
0	0	96.7	0
0	0	96.5	0
0	0	96.6	0
0	0	96.9	0
0	0	97.1	0
0	0	97.1	0
0	0	97.1	0
0	0	97.3	0
0	0	97.7	0
0	0	97.5	0
0	0	97.5	0
0	0	97.5	0
0	0	97.9	0
0	0	98.1	0
0	0	97.9	0
0	0	97.9	0
0	0	98.3	0
0	0	98.4	0
0	0	98.4	0
0	0	98.4	0
0	0	98.5	0
0	0	98.5	0.1
0	0	98.6	0.1
0	0	98.6	0.5
0	0	98.7	0.7
0	0	98.8	1
0	0	98.7	0.9
0	0	98.8	0.5
0	0	98.8	0
0	0	98.9	0.5
0	0	98.9	0.6
0	0	98.9	1.2
0	0	99	1.4
0	0	99	1.4
0	0	99	0.8
0	0	99.1	0.8
0	0	99.1	0.2
0	0	99.2	0.1
0	0	99.2	0
0	0	99.2	0
0	0	99.2	0
0	0	99.1	0.1
0	0	99.1	0.1
0	0	99.2	0.4
0	0	99.1	1.4
0	0	99.2	1.3
0	0	99.2	1.1
0	0	99.1	0.5
0	0	99.2	0
0	0	99.2	0.3
0	0	99.2	0.3
0	0	99.2	0.8
0	0	99.2	0.5
0	0	99.2	0.5
0	0	99.3	1.2
0	0	99.3	0.5
0	0	99.2	0.7
0	0	99.3	1.4
0	0	99.3	1.7
0	0	99.3	2
0	0	99.3	1.9
0	0	99.3	1.3
0	0	99.2	1.3
0	0	99.2	0.9
0	0	99.2	0.8
0	0	99.2	0.5
0	0	99.3	0
0	0	99.3	0
0	0	99.2	1.2
0	0	99.2	1.2
0	0	99.1	1.1
0	0	99.1	0.4
0	0	99.1	0
0	0	99.1	0
0	0	99	0
0	0	99	0
0	0	99.1	0.1
0	0	99.2	0.7
0	0	99.2	0.4
0	0	99.2	0.2
0	0	99.1	0.4
0	0	99	0.8
0	0	99	0.6
0	0	98.9	1
0	0	99	0.5
0	0	99	0.7
0	0	98.9	1.3
0	0	99	1.5
0	0	98.9	1
0	0	99	0.9
0	0	99	0.7
0	0	99	0.3
0	0	99.1	0.6
0	0	99	0.3
0	0	98.8	0
0	0	98.9	0
0	0	99	0
0	0	98.8	0
0	0	98.8	0
0	0	98.8	0
0	0	98.7	0
0	0	98.7	0.1
0	0	98.4	0
0	0	98.3	0
0	0	98.1	0.1
0	0	97.8	0.8
0	0	97.8	1.2
0	0	97.6	1.1
0	0	97.4	1.1
0	0	97.8	0.9
0	0	98	0.5
0	0	98.1	1
0	0	98	1.2
0	0	98	1.4
0	0	98	1.5
0	0	98.1	1.8
0	0	98.1	1.7
0	0	98.1	1.4
0	0	98.1	1.4
0	0	98.1	1.2
0	0	98.1	0.1
0	0	98.1	0
0	0	98.2	0
0	0	98.4	0.6
0	0	98.2	0.6
0	0	98.2	1.1
0	0	98.2	0.4
0	0	98.2	0
0	0	98.1	0
0	0	98.3	0.2
0	0	98.4	0.9
0	0	98.4	1.3
0	0	98.2	1.5
0	0	98.2	1.3
0	0	98.3	1.2
0	0	98.3	0.1
0	0	98.3	0
0	0	98.4	0
0	0	98.5	0.2
0	0	98.6	1.6
0	0	98.2	1.9
0	0	98.1	1.6
0	0	98	1.4
0	0	98.1	0.9
0	0	98	0.9
0	0	97.7	0.5
0	0	97.9	0.3
0	0	97.9	0.8
0	0	97.9	0.5
0	0	97.8	0
0	0	97.5	0
0	0	97.1	0
0	0	97.1	0
0	0	97.3	0
0	0	97.1	0
0	0	97.6	0
0	0	97.8	0
0	0	97.6	0
0	0	97.4	0
0	0	97.4	0.8
0	0	97.2	1
0	0	97	0.9
0	0	97.1	0.7
0	0	97.4	0.4
0	0	96.9	0.9
0	0	96.8	1
0	0	96.5	1.2
0	0	96.4	0.7
0	0	96.5	0.4
0	0	96.6	0
0	0	96.9	0
0	0	96.7	0
0	0	96.8	0
0	0	97.1	0
0	0	97.3	0
0	0	97.4	0
0	0	97.1	0
0	0	97.2	0
0	0	97.1	0.1
0	0	97.6	0
0	0	97.6	0
0	0	97.2	0
0	0	97.2	0.7
0	0	97.1	1.3
0	0	97.4	0.7
0	0	97.7	0
0	0	97.9	0
0	0	97.9	0
0	0	98	0
0	0	97.9	0
0	0	98.2	0
0	0	98.3	0
0	0	98.1	0
0	0	98.2	0
0	0	98.4	0
0	0	98.4	0
0	0	98.3	0
0	0	98.4	0.1
0	0	98.1	0
0	0	98.2	0
0	0	98.3	0
0	0	98.1	0.2
0	0	98.2	0
0	0	98.2	0
0	0	98.3	0
0	0	98.4	0
0	0	98.4	0.1
0	0	98.4	0
0	0	98.5	0
0	0	98.5	0.1
0	0	98.7	0.3
0	0	98.7	0.7
0	0	98.8	0.8
0	0	98.7	1
0	0	98.6	0.9
0	0	98.7	0.4
0	0	98.8	0
0	0	98.9	0
0	0	98.9	0
0	0	99	0
0	0	99	0
0	0	99.1	0
0	0	99.1	0
0	0	99.1	0
0	0	99.1	0
0	0	99.2	0
0	0	99.2	0
0	0	99.2	0
0	0	99.2	0
0	0	99.3	0
0	0	99.3	0
0	0	99.4	0
0	0	99.3	0
0	0	99.2	0
0	0	99.2	0
0	0	99.1	0
0	0	99.1	0
0	0	99.2	0
0	0	99.2	0.1
0	0	99.1	0.7
0	0	99.2	1.1
0	0	99.2	0.9
0	0	99.1	0.6
0	0	98.9	1.5
0	0	98.8	1.3
0	0	98.7	2.4
0	0	98.6	2.7
0	0	98.5	2.4
0	0	98.5	2.1
0	0	98.8	1.6
0	0	98.6	2.3
0	0	98.3	2.1
0	0	97.9	2.4
0	0	97.7	2.4
0	0	97.6	1.8
0	0	97.7	2.1
0	0	97.5	2
0	0	97.6	2.4
0	0	97.1	2
0	0	97.3	1.8
0	0	97.4	1.9
0	0	97.6	2.4
0	0	97.6	2.6
0	0	97.5	2.1
0	0	97.4	3
0	0	97.4	2.4
0	0	97.5	2
0	0	97.4	2.6
0	0	97	2.9
0	0	97.2	2.6
0	0	97.1	2.4
0	0	97.1	2.3
0	0	96.8	2.3
0	0	96.7	1.9
0	0	96.7	0.4
0	0	96.9	0.2
0	0	97	0.1
0	0	97.1	0.1
0	0	97.2	0
0	0	97.1	0
0	0	97	0
0	0	97.1	0
0	0	97.1	0
0	0	97.1	0
0	0	97	0
0	0	97.5	0
0	0	97.7	0
0	0	97.9	0
0	0	97.7	0.1
0	0	97.7	0
0	0	97.7	0
0	0	97.8	0
0	0	97.7	0
0	0	97.9	0
0	0	98	0
0	0	98.2	0
0	0	98.2	0
0	0	98.3	0
0.1	0.1	98.4	0
0.1	0.1	98.4	0.3
0.1	0.1	98.4	0.3
0.2	0.1	98.4	0
0.2	0.2	98.4	0
0.3	0.2	98.5	0
0.3	0.3	98.5	0
0.4	0.4	98.6	0
0.5	0.5	98.6	0.1
0.6	0.6	98.5	0.1
0.8	0.7	98.5	0.1
1	0.9	98.6	0
1.3	1.2	98.6	0.8
1.7	1.6	98.7	0.5
2	1.9	98.8	0
2.2	2.1	98.7	0.2
2.4	2.3	98.7	0.1
2.6	2.4	98.8	0
2.8	2.6	98.9	0.1
3.2	3	98.8	0.8
3.9	3.7	98.9	1.2
4.7	4.4	99	0.7
5.2	4.9	99	0.2
5.6	5.3	99.1	0.4
6.4	6	99.2	0.3
7.2	6.8	99.1	0.9
7.9	7.5	99	1.2
8.5	8.1	99	1.4
8.8	8.4	99	1.2
9.2	8.7	99.1	1
9.9	9.4	99.1	0.9
10.9	10.4	99.2	1
12	11.4	99.3	1.2
13.2	12.5	99.3	1.1
14.4	13.7	99.3	0.8
15.6	14.8	99.4	0.5
16.8	16	99.4	0.1
18.1	17.2	99.4	0
19.4	18.5	99.5	0
20.7	19.8	99.5	0
22.1	21	99.5	0
23.4	22.3	99.6	0
24.8	23.6	99.6	0
26.1	24.9	99.6	0
27.5	26.2	99.7	0
28.9	27.6	99.7	0
30.3	28.9	99.5	0
31.8	30.3	99.5	0
33.2	31.7	99.6	0
34.7	33.1	99.5	0
36.3	34.6	99.5	0
37.8	36.1	99.5	0
39.2	37.4	99.5	0
40.4	38.5	99.4	0
41.6	39.7	99.4	0
42.8	40.9	99.5	0
44.1	42.1	99.4	0
45.5	43.4	99.5	0
46.8	44.7	99.5	0
48.1	45.9	99.5	0
49.4	47.1	99.5	0.5
50.5	48.2	99.5	0.3
51.6	49.3	99.5	0
52.7	50.3	99.5	0
53.7	51.3	99.5	0
54.8	52.3	99.6	0
55.8	53.3	99.5	0
57	54.4	99.5	0
58.1	55.5	99.5	0
59.1	56.5	99.6	0
60.2	57.5	99.6	0
61.1	58.4	99.6	0
62	59.2	99.6	0
62.7	59.9	99.7	0
63.5	60.6	99.6	0
64.3	61.4	99.5	0
65.1	62.2	99.5	0
65.9	63	99.6	0
66.7	63.8	99.5	0
67.5	64.5	99.6	0
68.3	65.3	99.5	0.1
69.2	66.2	99.4	0
70.2	67.1	99.4	0
71.2	68.2	99.3	0
72.3	69.2	99.3	0
73.4	70.2	99.3	0
74.5	71.3	99.2	0
75.7	72.4	98.9	0
76.9	73.6	98.6	0
78.3	74.8	98.6	0
79.7	76.2	98.7	0
81.3	77.7	98.7	0
82.8	79.2	98.4	0
84.3	80.7	97.6	0
86	82.3	97.2	0
87.8	84.1	97.4	0
90	86.1	97.5	0
92.4	88.5	97.7	0
95	91	97.6	0
98	93.9	97.8	0
101.5	97.3	96.9	0.2
105.5	101.2	97.1	0
109.9	105.4	97	0
114.3	109.7	96.7	0
118.7	114	96.2	0
123	118.1	96.3	0
126.8	121.8	96.1	0
130.4	125.3	96.1	0
133.9	128.7	96.1	0
137.5	132.2	96.7	0
141.3	135.9	97.2	0
145.5	140	96.6	0
149.8	144.2	95	0
154.4	148.7	95	0
159.4	153.5	95.2	0
164.8	158.8	96.6	0
170.9	164.7	97	0.1
177.7	171.2	96.5	0.2
184.5	177.9	96.2	0.6
191.2	184.3	95.4	0.5
197.3	190.2	96.5	0
204.9	197.6	96.7	0
214.1	206.5	95.8	0
223.9	216	95.9	0
234.8	226.6	95.8	0
248.7	240.1	95.3	0
267.2	258	94.4	0
285.6	275.7	94.7	0
305.3	294.8	92.9	0
327.7	316.4	93	0
347.5	335.5	92.5	0
362.8	350.3	93	0
379.6	366.5	92.7	0
398.3	384.6	92.9	0
412.6	398.5	93	0
427.5	413	93.8	0
439.5	424.6	93.7	0.4
446.5	431.3	93.7	0.3
451.9	436.6	93.8	0.1
456.8	441.4	93.2	1
463	447.3	91.7	0.3
470.6	454.7	91.7	1.2
478.2	462.1	90	0.5
485.7	469.5	89.9	0.4
491.2	474.9	89.5	0.5
175.8	480.2	88	0
214.6	491	88.2	0.4
463.1	504.9	89.9	0.4
532.9	515	88.5	0
523.2	505.5	88	0
514.4	497.2	87.5	0
548.1	530.1	87.3	0
533.3	515.9	86.4	0
359.9	348.7	87.2	0
414.1	401.6	87.2	0
445.8	432.4	87	0
512.8	497.6	86.7	0
516.2	500.7	87.2	0
514.8	499.6	87.1	0
453.9	441.1	87.2	0
554.9	538.7	87.2	0.1
418.4	406.1	87.2	0
391.9	380.5	87.4	0.1
300.6	291.6	87.3	0
269.9	261.7	87.1	0
278.2	269.7	87.8	0
263.9	255.8	87.8	0
262.8	254.6	87.3	0
264.7	256.5	88.7	0
273.2	264.7	88.8	0
262.6	254.5	88.4	0
263.3	255.2	87.5	0.1
267	258.8	86.2	0.1
273	264.5	86.5	0
280.6	271.9	87.3	0
286.9	278	87.6	0.3
290.6	281.6	88.2	0
294.7	285.6	87.9	0
301.7	292.3	86.8	0
310.7	301.2	86.9	0
319.9	310.2	86.8	0
326	316.1	87.3	0
332	321.9	86.8	0
338.3	327.9	86.9	0
346.1	335.6	85.7	0
355.1	344.4	86.1	0
365.2	354.1	85	0
383.8	372.2	86.4	0
399.9	387.7	85.6	0.1
428.4	415.5	85	0
527.1	511.8	85.5	0
556	539.3	84.3	0
538.7	522.6	84.8	0
700	679.9	84.6	0
762.3	740.3	84.7	0.2
815	791.3	85.2	0.2
738.5	717.4	85.6	0
599.7	582.6	84.6	0
453.6	440.1	84.9	0
384.7	372.8	85	0
479	464.4	85.6	0
667.6	647.5	85	0
552.7	535.5	85.7	0.1
473.3	458.7	85.4	0
463.3	449.4	84.3	0.3
397.7	385.8	83.8	0
349.5	339.1	83	0.7
332.9	323	81.9	0.3
332.3	322.3	81.2	0.3
346.7	336.3	82.3	0.3
381.4	370.3	84.1	0
401	389.5	82.1	0
432.6	420.4	82.3	0
408.1	396.6	81.9	0
420.2	408.6	82.1	0
441.5	429.4	82.3	0
476.5	463.6	82.6	0
580.2	564.4	83.1	0
646.9	629.5	82	0
852	828	81.8	0
756.6	736.3	80	0
839	817	80.4	0
957	932	80.5	0.1
934	910	82.1	0
854	832	81.6	0.1
793.6	773.2	81.9	0.1
838	816	82	0
801	779.2	82.4	1.3
692	673.5	82.6	1.6
608.2	591.9	82.6	1.6
607.7	590.9	81.2	1.9
504.8	490.8	81.6	1.3
544.1	528.8	82.1	0.1
538.6	523.2	82.8	1.3
494	479.3	81.5	1.6
563.4	547.1	81	1.3
681.2	661.5	80.8	0
599.9	583	81.8	0.2
652.4	634.4	81.8	0.5
765.4	744.2	81.3	1.3
608.5	591.7	80.9	0.9
585.4	569.1	81.1	0
541.2	525.9	82	1.2
537.8	522.5	82.3	1.4
582.6	566.4	80.9	0.7
601.7	585.4	80.2	0.9
632.6	615.9	80.7	1.3
655.6	638.5	80.5	1
606.2	590.1	82.8	0.3
642	625.3	80.9	1
683.5	665.8	80.4	1.1
666.9	649.8	80.2	0.8
619.3	603.2	79.3	1.1
610.4	594.9	79.8	0.7
636.4	620.5	80.8	0.4
610.8	595.7	80.5	1.5
709.1	691.6	79.5	1.3
736.4	717.9	79.2	0.5
881	859	77.6	1.3
953	930	76.9	1.1
817	796.6	78.1	1.7
917	894	78.4	1.5
950	927	80.2	1.2
872	850	79.3	1.3
960	936	79	1
907	885	78.5	0.6
920	897	77.8	1
941	918	77.8	1.6
939	916	77.7	2
914	892	78	0.9
929	906	79.2	1.2
924	902	79.1	1.6
919	897	80.1	1.9
922	900	80.8	1.9
925	903	79.9	1
926	904	80.1	0.1
930	907	78.6	1.6
931	908	78	0.7
926	903	80.3	0.2
921	899	79.5	0
915	893	79.4	0.3
911	889	80.3	1.9
909	887	78.3	1.2
911	889	78.3	1.8
911	888	79.2	1.9
916	893	79.3	1.7
914	892	79.4	1.6
921	898	79.6	1.7
930	907	78.3	1.6
941	917	77.6	1.3
956	932	76.9	0
956	932	77.7	0.6
954	930	77.4	0.1
954	930	79.5	1.2
963	939	78.8	0.9
965	940	76.9	1.1
954	931	76.3	1.6
968	944	76.9	1.3
952	929	77.2	1.4
940	917	76	2
960	937	76.6	1.9
965	941	77.1	1
966	942	77.4	1.9
964	941	75.8	2.2
962	939	77.8	2.2
962	938	78.3	2.1
967	944	76.6	1.7
967	944	76.9	1.4
969	945	77.8	1.1
969	945	78.3	0.9
973	949	76.8	1.4
976	952	75.8	0.4
979	955	77.6	1.3
977	953	74.8	1.1
981	958	75.5	1
984	960	75	0.4
988	964	76.3	0.4
988	965	75.9	0.4
998	974	75.8	0.5
1012	988	75.4	0.1
1025	1000	75.6	0
1033	1009	74.9	0.1
1045	1020	74.2	1.3
1064	1038	73.6	1.4
1070	1045	73.9	0.8
1090	1064	73.8	0.7
1085	1059	75.1	1.5
1083	1057	72.7	1.8
1076	1050	72	1.7
1010	986	72.7	1.3
767.8	749.5	73.2	1.2
802	783.3	72.7	1.7
870	850	72.3	2
894	873	73.6	2.2
538.5	526.4	74.4	1.7
917	896	74.3	1.2
706.8	691.4	74.3	1.4
861	841	74.5	0.8
1103	1077	75.8	0.5
1088	1061	74.3	1.2
778.7	760.4	74	0.1
989	967	75.9	1.6
1064	1039	77.1	1.8
1108	1083	75.3	1.4
1072	1047	74.5	1.3
817	797.1	75.3	1.3
607.5	592.8	73.8	0.8
695.4	679	74.6	1
950	928	73.7	1.2
1096	1071	72.8	1.5
1137	1110	73.5	1.3
937	919	73.7	0.8
502.7	491.3	73.9	0
408.3	398.2	75.1	0.7
610.3	597.5	74.9	1.1
499.1	487	73.3	0.6
414.2	403.4	75.2	1
417.2	406.2	74.6	1
463.8	451.2	75.8	1.8
376.8	366.5	75.5	1.5
617.3	604.1	77	1.5
1185	1156	76.1	1.8
1155	1127	76.4	2.4
1148	1120	74.8	1.7
1139	1111	75.3	1.8
1141	1114	75.4	2.2
1143	1116	76.1	1.8
1135	1107	74.4	2.5
1128	1101	73.2	2.5
1122	1095	72.7	2.2
1119	1093	72.3	1.2
1119	1093	72.8	0.2
1113	1086	74.6	0.3
1107	1080	75.6	0.3
1102	1076	74.2	0.7
1087	1060	72.4	0.4
1076	1050	71.7	1
1070	1045	72.3	1.4
1072	1046	74.4	2
1068	1043	72.3	2.1
1058	1032	72.9	2.4
1049	1023	73.1	2.5
1049	1023	72.8	2
1050	1024	72	1.2
1049	1023	72.1	1.5
1042	1015	72.8	0.5
1060	1033	71.5	0.9
1055	1029	71.5	0.7
